MetaTest/Average/EpisodeMeanMaxInPlaceReward,Average/EpisodeMeanGraspReward,MetaTest/Average/EpisodeMeanMinGraspReward,Average/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/EpisodeMeanGraspReward,Average/NearObject,pick-place-v2/EpisodeMeanMaxInPlaceReward,pick-place-v2/EpisodeMeanInPlaceReward,Average/SuccessRate,MetaTest/pick-place-v2/AverageReturn,MetaTest/pick-place-v2/NearObject,pick-place-v2/AverageReturn,MetaTest/pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/Average/AverageDiscountedReturn,pick-place-v2/MaxReward,Average/StdReturn,GaussianMLPPolicy/KLAfter,pick-place-v2/AverageDiscountedReturn,MetaTest/Average/EpisodeMeanMaxGraspReward,MetaTest/Average/EpisodeMeanInPlaceReward,pick-place-v2/MinReward,MetaTest/pick-place-v2/EpisodeMeanInPlaceReward,pick-place-v2/MinReturn,Average/GraspSuccessRate,Average/EpisodeMeanMinInPlaceReward,LinearFeatureBaseline/ExplainedVariance,LinearFeatureBaselineConstraints/ExplainedVariance,pick-place-v2/EpisodeMeanGraspReward,pick-place-v2/SuccessRate,MetaTest/pick-place-v2/EpisodeMeanMinInPlaceReward,Average/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/pick-place-v2/GraspSuccessRate,MetaTest/Average/MinReward,pick-place-v2/EpisodeMeanMinInPlaceReward,pick-place-v2/TerminationRate,MetaTest/pick-place-v2/MinReturn,GaussianMLPPolicy/LossAfter,MetaTest/pick-place-v2/StdReturn,GaussianMLPPolicy/KLBefore,MetaTest/pick-place-v2/MaxReward,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/GraspSuccessRate,MetaTest/Average/AverageReturn,Average/EpisodeMeanInPlaceReward,Average/Constraint,TotalEnvSteps,MetaTest/Average/NumEpisodes,MetaTest/pick-place-v2/SuccessRate,Average/Iteration,pick-place-v2/Iteration,MetaTest/pick-place-v2/MaxReturn,MetaTest/Average/MaxReward,Average/EpisodeMeanMaxInPlaceReward,pick-place-v2/EpisodeMeanMinGraspReward,GaussianMLPPolicy/StandardDeviation,Iteration,MetaTest/pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/EpisodeMeanMaxInPlaceReward,pick-place-v2/Constraint,MetaTest/pick-place-v2/TerminationRate,MetaTest/pick-place-v2/AverageDiscountedReturn,GaussianMLPPolicy/lagrangian,Average/MaxReturn,pick-place-v2/StdReturn,GaussianMLPPolicy/LossBefore,pick-place-v2/MaxReturn,GaussianMLPPolicy/Entropy,MetaTest/pick-place-v2/Constraint,MetaTest/Average/EpisodeMeanGraspReward,MetaTest/Average/EpisodeMeanMinInPlaceReward,Average/TerminationRate,pick-place-v2/NearObject,Average/MaxReward,pick-place-v2/NumEpisodes,MetaTest/Average/Constraint,MetaTest/pick-place-v2/NumEpisodes,MetaTest/Average/NearObject,Average/EpisodeMeanMaxGraspReward,MetaTest/pick-place-v2/MinReward,MetaTest/Average/TerminationRate,MetaTest/pick-place-v2/Iteration,Average/AverageReturn,pick-place-v2/GraspSuccessRate,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,GaussianMLPPolicy/dLoss,Average/NumEpisodes,Average/MinReward,pick-place-v2/EpisodeMeanMaxGraspReward
0.14209119969436831,0.005647949410885777,7.91808788453534e-06,1.141732585033762e-05,0.013089569952631086,0.0,0.1438836444109956,0.14369451829735289,0.0,4.953801185056317,0.08,2.6199279966628994,0.12121954594107176,4.953801185056318,0.06667658305231955,0.5856446375472838,0.00669267401099205,1.0555027878395888,0.12121954594107176,0.13909275273199934,1.9160042379456963e-11,0.13909275273199934,1.513230146301951,0.0,0.14366312124855063,0.8545052768824299,1,0.005647949410885777,0.0,0.13606221623139036,1.513230146301951,1.0555027878395888,2.385628925938709,0.0,1.956643261913155e-12,0.14366312124855063,0.0,1.6143358492400104,-0.00035414734156802297,2.385628925938709,0.0,0.16120573519147602,0.0,1.6143358492400104,0.0,4.953801185056317,0.14369451829735289,0.0,250000,100,0.0,0,0,13.87286114575749,0.16120573519147602,0.1438836444109956,1.141732585033762e-05,1.09153151512146,0,7.91808788453534e-06,0.14209119969436831,0.0,0.0,4.953801185056318,0.5000050663948059,6.8741675358500105,0.5856446375472838,8.577874541515484e-05,6.8741675358500105,5.91978645324707,0.00066,0.013089569952631086,0.13606221623139036,0.0,0.0,0.06667658305231955,250,0.00066,100,0.08,0.03890911226392277,1.956643261913155e-12,0.0,0,2.6199279966628994,0.0,0,13.87286114575749,0.0004399260869831778,250,1.9160042379456963e-11,0.03890911226392277
0.15083597651495717,0.010235052723866801,0.00020976955290152063,1.3863371926816486e-05,0.017701618237589044,0.052,0.1424720005114161,0.13986785939501034,0.0,6.94559314285285,0.12,4.182281111562387,0.14138032007377793,6.945593142852852,1.7427217684598668,2.044327265037516,0.009768033400177956,1.3572414826664538,0.14138032007377793,0.14391814398665434,3.760575470487154e-12,0.14391814398665434,1.5103935146620624,0.0,0.13735690730166653,0.7589682781426176,0.4941390978945924,0.010235052723866801,0.0,0.1374373530516049,1.5103935146620624,1.3572414826664538,2.6845512870850192,0.0,1.7982028455013767e-09,0.13735690730166653,0.0,1.9340967532780768,0.041664544492959976,2.6845512870850192,0.0,0.15787857932467309,0.0,1.9340967532780768,0.0,6.94559314285285,0.13986785939501034,0.0008160000000000001,500000,100,0.0,1,1,16.72101877623291,0.15787857932467309,0.1424720005114161,1.3863371926816486e-05,1.099274754524231,1,0.00020976955290152063,0.15083597651495717,0.0008160000000000001,0.0,6.945593142852852,0.24947112798690796,14.229913266630891,2.044327265037516,0.04306614771485329,14.229913266630891,5.968526840209961,0.021660000000000002,0.017701618237589044,0.1374373530516049,0.0,0.052,1.7427217684598668,250,0.021660000000000002,100,0.12,0.08725072621892076,1.7982028455013767e-09,0.0,1,4.182281111562387,0.0,1,16.72101877623291,0.0014016032218933105,250,3.760575470487154e-12,0.08725072621892076
0.1597562656222693,0.017450117431509475,3.451955274242545e-05,8.818420646207942e-05,0.014295815086029302,0.176,0.15385922723493575,0.14447709837877154,0.0,5.887640907204066,0.05,6.530070009950303,0.09011434882087908,5.887640907204066,1.6145032170034999,3.2226650015056175,0.009835731238126755,1.9022229780797646,0.09011434882087908,0.15387777630577731,1.5147239130765989e-12,0.15387777630577731,1.2846933526577564,0.0,0.13549320071066429,0.6836148530113568,0.5867380332528729,0.017450117431509475,0.0,0.14410165965557614,1.2846933526577564,1.9022229780797646,2.624759592850993,0.0,2.095230514810397e-12,0.13549320071066429,0.0,2.1832294620664285,0.22832363843917847,2.624759592850993,0.0,0.13710030663836928,0.01,2.1832294620664285,0.0,5.887640907204066,0.14447709837877154,0.013104000000000001,750000,100,0.01,2,2,17.8265224464633,0.13710030663836928,0.15385922723493575,8.818420646207942e-05,1.0297034978866577,2,3.451955274242545e-05,0.1597562656222693,0.013104000000000001,0.0,5.887640907204066,0.5524200201034546,22.391368978543788,3.2226650015056175,0.23014041781425476,22.391368978543788,5.722901821136475,0.0025,0.014295815086029302,0.14410165965557614,0.0,0.176,1.6145032170034999,250,0.0025,100,0.05,0.1651358832845439,2.095230514810397e-12,0.0,2,6.530070009950303,0.0,2,17.8265224464633,0.001816779375076294,250,1.5147239130765989e-12,0.1651358832845439
0.14493391274321127,0.017217701314992194,5.378080690918861e-05,0.0001315609352195566,0.01279395123236378,0.132,0.1473446778532764,0.14207925438767516,0.0,5.2446155442189095,0.07,6.461121861247094,0.09181784964108028,5.244615544218908,1.6791776283822433,3.4906996402374886,0.0066046761348843575,1.8188293726426155,0.09181784964108028,0.14155442082944342,6.297815708560687e-14,0.14155442082944342,1.3864795696335526,0.0,0.13734269382501876,0.6330635265465381,0.6167648891526216,0.017217701314992194,0.0,0.1387977888746895,1.3864795696335526,1.8188293726426155,2.322807558138713,0.0,1.697772245908485e-11,0.13734269382501876,0.0,2.2128771760889068,0.260527640581131,2.322807558138713,0.0,0.18106025354539212,0.0,2.2128771760889068,0.0,5.2446155442189095,0.14207925438767516,0.008256,1000000,100,0.0,3,3,16.66626210996363,0.18106025354539212,0.1473446778532764,0.0001315609352195566,1.069132924079895,3,5.378080690918861e-05,0.14493391274321127,0.008256,0.0,5.244615544218908,0.8958722352981567,20.555039170671662,3.4906996402374886,0.26309341192245483,20.555039170671662,5.850790023803711,0.0002,0.01279395123236378,0.1387977888746895,0.0,0.132,1.6791776283822433,250,0.0002,100,0.07,0.1469116058737185,1.697772245908485e-11,0.0,3,6.461121861247094,0.0,3,16.66626210996363,0.0025657713413238525,250,6.297815708560687e-14,0.1469116058737185
0.1510093488460646,0.013383686886506478,9.718712315493654e-06,7.00666888310078e-05,0.01645345793958369,0.076,0.1483837703908647,0.1430718521931396,0.0,6.211547049171401,0.12,5.55257308706856,0.13671780885241647,6.211547049171401,0.17385489784078742,2.236579284919609,0.009969823993742466,1.458813481626204,0.13671780885241647,0.144535578139514,1.7708723356980808e-12,0.144535578139514,1.4991938608836501,0.0,0.13834786120143389,0.6488402307635233,0.6145788145837472,0.013383686886506478,0.0,0.13940611667916455,1.4991938608836501,1.458813481626204,3.219011039066999,0.0,3.895327005107463e-14,0.13834786120143389,0.0,1.6149730272741898,0.10332661867141724,3.219011039066999,0.0,0.16122550341779676,0.0,1.6149730272741898,0.0,6.211547049171401,0.1430718521931396,0.001816,1250000,100,0.0,4,4,18.871912064355534,0.16122550341779676,0.1483837703908647,7.00666888310078e-05,1.0678542852401733,4,9.718712315493654e-06,0.1510093488460646,0.001816,0.0,6.211547049171401,1.2044906616210938,15.419404271969748,2.236579284919609,0.10493525862693787,15.419404271969748,5.831545352935791,0.00122,0.01645345793958369,0.13940611667916455,0.0,0.076,0.17385489784078742,250,0.00122,100,0.12,0.09744659567473359,3.895327005107463e-14,0.0,4,5.55257308706856,0.0,4,18.871912064355534,0.0016086399555206299,250,1.7708723356980808e-12,0.09744659567473359
0.16058175318739928,0.01601744146924673,0.00012915205065736602,0.00017102365929787944,0.018933991156121436,0.116,0.14890967574211156,0.14050539769969095,0.0,7.089391925337595,0.18,6.255335865570354,0.17767769342092557,7.089391925337595,1.5710619179727296,2.800639052638649,0.006659441627562046,1.7562374674257575,0.17767769342092557,0.15055388023973632,3.559851769327007e-12,0.15055388023973632,1.7740439369389545,0.0,0.13331062052633524,0.660646773399981,0.6447181526773955,0.01601744146924673,0.0,0.13981365223381098,1.7740439369389545,1.7562374674257575,3.324792579853632,0.0,2.8011839496763583e-10,0.13331062052633524,0.0,2.480395796638917,0.18201278150081635,3.324792579853632,0.0,0.3316814360816152,0.0,2.480395796638917,0.0,7.089391925337595,0.14050539769969095,0.002104,1500000,100,0.0,5,5,20.391987777644555,0.3316814360816152,0.14890967574211156,0.00017102365929787944,1.06544828414917,5,0.00012915205065736602,0.16058175318739928,0.002104,0.0,7.089391925337595,1.4945719242095947,19.21268214829588,2.800639052638649,0.18328189849853516,19.21268214829588,5.828382968902588,0.0054800000000000005,0.018933991156121436,0.13981365223381098,0.0,0.116,1.5710619179727296,250,0.0054800000000000005,100,0.18,0.12374618457328135,2.8011839496763583e-10,0.0,5,6.255335865570354,0.0,5,20.391987777644555,0.001269116997718811,250,3.559851769327007e-12,0.12374618457328135
0.14685831584447778,0.017569935821361075,6.0629992286740695e-05,9.246975841493437e-05,0.01219688692206598,0.164,0.1591246051419427,0.14638758216940317,0.0,5.456391594891992,0.0,6.707474876386688,0.04927175699653107,5.456391594891991,0.6305426095494978,3.0314503373419357,0.009383900091052055,1.9561648373703702,0.04927175699653107,0.14624102285276813,1.859699951255132e-12,0.14624102285276813,2.492873556681199,0.0,0.1356620078826041,0.9486570153186917,0.480112996750081,0.017569935821361075,0.0,0.145589392835593,2.492873556681199,1.9561648373703702,1.6256755412778257,0.0,3.625119474987185e-11,0.1356620078826041,0.0,1.87411498415871,0.45687633752822876,1.6256755412778257,0.0,0.11261014418748398,0.0,1.87411498415871,0.0,5.456391594891992,0.14638758216940317,0.0065439999999999995,1750000,100,0.0,6,6,12.459761409488923,0.11261014418748398,0.1591246051419427,9.246975841493437e-05,1.0508428812026978,6,6.0629992286740695e-05,0.14685831584447778,0.0065439999999999995,0.0,5.456391594891991,1.8116779327392578,18.60820429927103,3.0314503373419357,0.46063289046287537,18.60820429927103,5.770953178405762,0.00021999999999999998,0.01219688692206598,0.145589392835593,0.0,0.164,0.6305426095494978,250,0.00021999999999999998,100,0.0,0.1692340520860467,3.625119474987185e-11,0.0,6,6.707474876386688,0.0,6,12.459761409488923,0.0037565529346466064,250,1.859699951255132e-12,0.1692340520860467
0.1482537604596156,0.01316721376814749,0.00020898380487683964,7.533431932735337e-05,0.014191177774094541,0.024,0.14532919629515012,0.1408628872482622,0.0,6.163319490958044,0.03,5.706240683855581,0.07099184655099658,6.163319490958044,0.13630037105413495,1.7554067622794087,0.006725172512233257,1.4197657625520819,0.07099184655099658,0.14568938703698675,9.348725300788477e-14,0.14568938703698675,2.1586965516909173,0.0,0.13740076301120047,0.6764494074811818,0.4080488445437289,0.01316721376814749,0.0,0.14367981365911967,2.1586965516909173,1.4197657625520819,1.846825923314806,0.0,9.14531955633954e-11,0.13740076301120047,0.0,2.873805255602848,0.03942599147558212,1.846825923314806,0.0,0.12922258256418004,0.0,2.873805255602848,0.0,6.163319490958044,0.1408628872482622,0.0004,2000000,100,0.0,7,7,12.753603697516635,0.12922258256418004,0.14532919629515012,7.533431932735337e-05,1.051016092300415,7,0.00020898380487683964,0.1482537604596156,0.0004,0.0,6.163319490958044,2.0804591178894043,13.372210129985046,1.7554067622794087,0.04036954417824745,13.372210129985046,5.777462959289551,2e-05,0.014191177774094541,0.14367981365911967,0.0,0.024,0.13630037105413495,250,2e-05,100,0.03,0.07007436539347328,9.14531955633954e-11,0.0,7,5.706240683855581,0.0,7,12.753603697516635,0.000943552702665329,250,9.348725300788477e-14,0.07007436539347328
0.14275882929949144,0.013885541665245714,3.3924547591978274e-05,1.071473717043342e-05,0.01669459847874172,0.032,0.1486543374139001,0.1461655028091876,0.0,6.66819382975463,0.06,6.073216361751812,0.1083163461982087,6.668193829754629,0.1271713869155271,1.7384848755489237,0.009706337936222553,1.4812765387600624,0.1083163461982087,0.14033683380566223,1.2594312983675013e-11,0.14033683380566223,2.260680779321758,0.0,0.14417239882675137,0.6714792469078151,0.29454714115213354,0.013885541665245714,0.0,0.13698238588780348,2.260680779321758,1.4812765387600624,2.6077596740612625,0.0,8.072319185684282e-10,0.14417239882675137,0.0,3.1180753545040116,0.007595501374453306,2.6077596740612625,0.0,0.13544028167802366,0.0,3.1180753545040116,0.0,6.66819382975463,0.1461655028091876,9.6e-05,2250000,100,0.0,8,8,18.982838299135626,0.13544028167802366,0.1486543374139001,1.071473717043342e-05,1.0376460552215576,8,3.3924547591978274e-05,0.14275882929949144,9.6e-05,0.0,6.668193829754629,2.3031277656555176,11.852261303603216,1.7384848755489237,0.008294131606817245,11.852261303603216,5.712268829345703,0.0034,0.01669459847874172,0.13698238588780348,0.0,0.032,0.1271713869155271,250,0.0034,100,0.06,0.06449962766057775,8.072319185684282e-10,0.0,8,6.073216361751812,0.0,8,18.982838299135626,0.0006986302323639393,250,1.2594312983675013e-11,0.06449962766057775
0.15311961531911078,0.016826105966856374,0.00020796086959652606,6.19870213561778e-05,0.013150002687833966,0.128,0.1455012019710462,0.13817372311952386,0.0,5.571959894701657,0.06,6.725598329878718,0.09929531368784125,5.571959894701657,1.5746570807794162,2.6197764694046795,0.009752693586051464,1.771208464228264,0.09929531368784125,0.14385673805189303,4.874975067176168e-14,0.14385673805189303,2.9577261415541583,0.0,0.13251662193120442,0.6572142027001004,0.5434935191296427,0.016826105966856374,0.0,0.1382879647496794,2.9577261415541583,1.771208464228264,2.1366440090084895,0.0,3.0883335078046026e-09,0.13251662193120442,0.0,2.7958163625683943,0.35431498289108276,2.1366440090084895,0.0,0.12706997021335312,0.0,2.7958163625683943,0.0,5.571959894701657,0.13817372311952386,0.004248000000000001,2500000,100,0.0,9,9,16.410561588327855,0.12706997021335312,0.1455012019710462,6.19870213561778e-05,1.0104436874389648,9,0.00020796086959652606,0.15311961531911078,0.004248000000000001,0.0,5.571959894701657,2.534848690032959,17.682517090395685,2.6197764694046795,0.35786667466163635,17.682517090395685,5.601191520690918,0.0013,0.013150002687833966,0.1382879647496794,0.0,0.128,1.5746570807794162,250,0.0013,100,0.06,0.13712247183138,3.0883335078046026e-09,0.0,9,6.725598329878718,0.0,9,16.410561588327855,0.003551691770553589,250,4.874975067176168e-14,0.13712247183138
